classifier,num_bands,OA,AA,Kappa,classifier_time_sec,selected_bands,experiment,dataset,run,train_time_sec,model_size_mb
knn,15,0.9207463513763163,0.9614439697672954,0.9117046868566598,0.8547170162200928,"[30, 34, 40, 47, 62, 64, 74, 92, 98, 109, 124, 133, 134, 152, 181]",exp1,KSC,4,62.726165771484375,230.19
rf,20,0.9484574173286533,0.9738168488963241,0.9425545579301935,18.61910653114319,"[30, 34, 40, 47, 55, 62, 64, 74, 82, 92, 98, 109, 124, 133, 134, 145, 152, 163, 179, 181]",exp1,KSC,4,62.726165771484375,230.19
svc,20,0.9406059486421577,0.9763608611320256,0.9339007335175523,16.984461545944214,"[30, 34, 40, 47, 55, 62, 64, 74, 82, 92, 98, 109, 124, 133, 134, 145, 152, 163, 179, 181]",exp1,KSC,4,62.726165771484375,230.19
knn,20,0.9246259006096434,0.9621802423318093,0.9160056273655642,1.634321928024292,"[30, 34, 40, 47, 55, 62, 64, 74, 82, 92, 98, 109, 124, 133, 134, 145, 152, 163, 179, 181]",exp1,KSC,4,62.726165771484375,230.19
rf,25,0.9511361537040458,0.9745616792942458,0.9455416294082964,22.488000869750977,"[30, 34, 37, 39, 40, 47, 55, 62, 64, 74, 79, 82, 92, 98, 109, 124, 133, 134, 145, 152, 163, 170, 172, 179, 181]",exp1,KSC,4,62.726165771484375,230.19
svc,25,0.9443007574358027,0.9777052071146973,0.9380035059700116,17.558341026306152,"[30, 34, 37, 39, 40, 47, 55, 62, 64, 74, 79, 82, 92, 98, 109, 124, 133, 134, 145, 152, 163, 170, 172, 179, 181]",exp1,KSC,4,62.726165771484375,230.19
knn,25,0.9278588583040828,0.9643225258112745,0.9196224364762595,1.6613800525665283,"[30, 34, 37, 39, 40, 47, 55, 62, 64, 74, 79, 82, 92, 98, 109, 124, 133, 134, 145, 152, 163, 170, 172, 179, 181]",exp1,KSC,4,62.726165771484375,230.19
rf,30,0.9517827452429337,0.975651042833876,0.9462528950960821,21.77013850212097,"[8, 30, 34, 37, 39, 40, 47, 55, 56, 62, 64, 72, 74, 79, 82, 92, 98, 105, 106, 109, 124, 133, 134, 145, 152, 163, 170, 172, 179, 181]",exp1,KSC,4,62.726165771484375,230.19
svc,30,0.9454092000738962,0.9785894834439932,0.9392354948499477,19.01529598236084,"[8, 30, 34, 37, 39, 40, 47, 55, 56, 62, 64, 72, 74, 79, 82, 92, 98, 105, 106, 109, 124, 133, 134, 145, 152, 163, 170, 172, 179, 181]",exp1,KSC,4,62.726165771484375,230.19
knn,30,0.9232403473120266,0.962020484963444,0.9144599970965633,1.7551383972167969,"[8, 30, 34, 37, 39, 40, 47, 55, 56, 62, 64, 72, 74, 79, 82, 92, 98, 105, 106, 109, 124, 133, 134, 145, 152, 163, 170, 172, 179, 181]",exp1,KSC,4,62.726165771484375,230.19
