classifier,num_bands,OA,AA,Kappa,classifier_time_sec,selected_bands,experiment,dataset,run,train_time_sec,model_size_mb
rf,10,0.7819512195121952,0.7403526416962974,0.7495987185225628,3.690631866455078,"[23, 84, 85, 86, 102, 130, 155, 156, 165, 176]",exp1,Indian_pines,3,17.342363357543945,53.904
svc,10,0.751219512195122,0.7983578051576572,0.7191512269236596,3.2246687412261963,"[23, 84, 85, 86, 102, 130, 155, 156, 165, 176]",exp1,Indian_pines,3,17.342363357543945,53.904
knn,10,0.6980487804878048,0.6064893658853405,0.6526401483879021,0.12061071395874023,"[23, 84, 85, 86, 102, 130, 155, 156, 165, 176]",exp1,Indian_pines,3,17.342363357543945,53.904
rf,15,0.8248780487804878,0.7848244636206594,0.7989950709478163,3.767210006713867,"[7, 23, 41, 84, 85, 86, 101, 102, 115, 130, 155, 156, 165, 172, 176]",exp1,Indian_pines,3,17.342363357543945,53.904
svc,15,0.8419512195121951,0.8877210909157706,0.8209392198913288,2.234492778778076,"[7, 23, 41, 84, 85, 86, 101, 102, 115, 130, 155, 156, 165, 172, 176]",exp1,Indian_pines,3,17.342363357543945,53.904
knn,15,0.7580487804878049,0.7219172145128061,0.7222985421765917,0.14439082145690918,"[7, 23, 41, 84, 85, 86, 101, 102, 115, 130, 155, 156, 165, 172, 176]",exp1,Indian_pines,3,17.342363357543945,53.904
rf,20,0.8370731707317073,0.774243102314699,0.813179278315945,4.864228963851929,"[7, 23, 24, 41, 58, 68, 82, 84, 85, 86, 101, 102, 115, 121, 130, 155, 156, 165, 172, 176]",exp1,Indian_pines,3,17.342363357543945,53.904
svc,20,0.8546341463414634,0.8917486260821219,0.8351655616094684,2.1247644424438477,"[7, 23, 24, 41, 58, 68, 82, 84, 85, 86, 101, 102, 115, 121, 130, 155, 156, 165, 172, 176]",exp1,Indian_pines,3,17.342363357543945,53.904
knn,20,0.7687804878048781,0.7201682600471844,0.7348830546972518,0.12440729141235352,"[7, 23, 24, 41, 58, 68, 82, 84, 85, 86, 101, 102, 115, 121, 130, 155, 156, 165, 172, 176]",exp1,Indian_pines,3,17.342363357543945,53.904
rf,25,0.8497560975609756,0.8199642492541329,0.8278122722889569,5.9183738231658936,"[0, 7, 23, 24, 34, 41, 58, 68, 82, 84, 85, 86, 101, 102, 115, 121, 130, 138, 155, 156, 161, 165, 172, 176, 186]",exp1,Indian_pines,3,17.342363357543945,53.904
svc,25,0.8639024390243902,0.9056222080161099,0.8457418188144007,2.3566722869873047,"[0, 7, 23, 24, 34, 41, 58, 68, 82, 84, 85, 86, 101, 102, 115, 121, 130, 138, 155, 156, 161, 165, 172, 176, 186]",exp1,Indian_pines,3,17.342363357543945,53.904
